-0.9626,7.5403,-0.5724,-3.6368,-4.5917,10.0681,-5.6816,-5.8396,6.0236,-0.7875,-2.5990
-0.4067,7.2956,-0.7195,-4.5495,-1.9023,9.1612,-5.7507,-4.8608,5.5236,-3.2573,-1.8133
-1.9321,3.4040,-1.6279,-9.9915,-7.1524,-0.6751,-9.3389,-3.4245,8.3276,-3.8222,-3.7307
-5.0485,10.4544,5.5042,10.5971,-4.3470,-9.1527,7.7245,-7.8383,-9.8023,0.7996,-8.0826
-2.3281,4.2471,-0.8386,-7.7549,-7.1890,-1.3090,-8.9342,-3.8278,8.4505,-4.0044,-4.0869
1.7999,1.1123,4.7557,7.1323,-8.9596,-2.6029,-0.7020,2.2333,2.8796,-1.8032,-3.5543
-0.1851,-0.2895,5.8976,7.0085,-8.8534,-3.1448,-2.1227,4.7639,0.5728,1.3704,-3.5704
-2.7699,9.3756,5.1315,10.9011,-4.8331,-5.6563,7.1777,-8.9843,-8.5405,1.8569,-8.7722
4.6644,-7.3974,-5.8128,0.2882,-9.0095,-8.8594,-6.8342,-4.7492,9.7742,7.5802,3.6511
1.1938,6.4060,-4.4094,-9.4194,-8.2297,-1.9258,-3.9914,-4.5198,-11.4655,2.0446,3.8203
-2.6678,6.1727,-1.1525,-3.2314,-3.4816,9.9375,-6.8488,-5.1978,3.0340,-4.6730,-1.1212
1.3392,-0.6185,7.0469,6.0773,-7.0070,-4.4057,-2.0281,4.1119,1.9739,0.9373,-2.1598
-0.5294,6.4119,-1.9141,-10.4542,-6.8543,0.5251,-2.2581,-4.5934,-9.4408,0.8843,3.0018
-1.5585,6.9239,-0.0397,-4.4986,-2.7679,9.9056,-6.4415,-5.1931,3.2579,-5.2026,-0.3657
-3.6811,1.0078,-1.7381,-8.9081,-7.1383,-1.7872,-8.8045,-3.4756,8.3694,-4.7356,-5.3147
-1.0444,2.6870,0.3519,-8.6970,-6.0858,-2.5319,-10.1710,-3.5164,8.4980,-4.6305,-6.3035
-4.8844,9.6928,6.5977,9.3820,-4.2571,-9.5265,8.1270,-8.9168,-10.4509,0.4833,-9.5448
-0.4625,5.8320,-0.9307,-2.6757,-2.8616,10.2534,-8.3744,-5.0797,3.7217,-1.1002,0.0113
2.2861,-0.9114,6.0822,6.9345,-7.4246,-4.0052,-0.8105,4.6372,4.2948,0.5259,-3.5509
-0.7566,6.6252,-1.2885,-6.2331,-3.3436,8.3916,-6.5878,-5.8453,2.9401,-2.5987,-0.5295
3.2967,-8.5833,-5.4559,2.0169,-7.8019,-8.2996,-6.8634,-3.6679,9.6742,7.7531,5.2875
-3.1114,6.5833,1.0885,-4.1135,-2.9133,8.6415,-4.9808,-5.2399,3.7481,-1.6207,-1.7823
-3.2902,2.9949,-1.0492,-8.8620,-6.4175,1.4160,-9.7793,-3.4053,10.2158,-5.2165,-4.6702
-0.9472,-6.8216,-7.2467,6.0201,-2.8541,-2.4358,5.8063,5.1244,5.8133,-0.8578,-1.1814
-2.3131,9.2201,-3.4894,-9.8233,-8.4965,0.1425,-4.8284,-3.2082,-9.9825,0.2402,2.7361
-2.2506,8.2768,0.4005,-4.3038,-4.1623,11.3550,-6.0932,-5.9912,5.7341,1.1260,0.0869
-0.3707,7.5842,-3.8712,-9.3532,-6.0431,1.0671,-4.3293,-4.2176,-9.7681,1.2833,5.7551
-2.6387,8.3387,6.0205,11.5210,-5.7213,-7.3779,7.8108,-7.2688,-8.7265,-0.5769,-7.5506
-2.1877,3.8923,-0.9276,-9.1033,-6.0124,-0.4365,-11.4612,-3.6878,9.9290,-2.8361,-6.0984
3.9165,-7.1979,-7.5834,0.5529,-8.8087,-7.7678,-10.3204,-3.1193,9.1652,7.1450,4.2120
4.6304,-9.3813,-4.7614,-0.1905,-8.0370,-8.4772,-9.6442,-5.4966,7.5184,4.9455,4.5315
-2.9299,6.6835,-0.0623,-3.0623,-3.0656,9.5898,-5.7648,-3.3467,3.6217,-3.0985,-0.3560
-2.1883,2.8071,-1.8755,-9.4265,-7.3923,-0.1942,-7.2580,-2.9606,9.3229,-3.3753,-5.9918
-2.7539,8.2660,-4.0267,-7.7759,-6.8285,-1.1461,-4.4972,-5.3572,-7.8077,0.9047,5.1942
-0.5853,7.6477,-4.8339,-9.6933,-5.5596,-0.1247,-5.9468,-3.5156,-8.1508,2.0212,3.1533
0.6856,-1.5491,7.2669,7.0119,-8.7645,-4.5194,-1.9253,2.0273,1.6784,1.2461,-3.5556
-4.2336,9.3340,5.8388,8.2553,-5.2729,-5.9463,8.6662,-10.0329,-7.7248,0.4860,-10.1295
3.4400,-8.7947,-6.4204,0.0554,-9.8476,-7.2957,-8.5824,-5.8975,7.2884,6.8545,4.8839
3.6077,-9.1891,-4.4392,-0.2632,-8.5491,-10.1703,-7.8570,-4.0369,7.9195,7.6663,5.9290
-0.8412,3.5752,-0.1845,-5.2633,-2.5669,11.5606,-5.5047,-6.2298,4.1376,-4.4667,0.1364
1.3357,-0.6806,6.3401,5.2098,-8.4964,-3.0952,-3.4046,1.2913,3.0184,1.5159,-2.7782
-2.1959,3.6055,0.6656,-9.4595,-6.0707,-0.0022,-8.7199,-4.5919,9.4268,-5.0151,-3.0903
-1.4907,-8.4638,-6.2013,5.2056,-4.0783,-1.5380,6.3557,6.4770,5.5228,-1.6902,-1.7016
0.9598,8.0836,-5.0983,-9.1880,-6.7630,0.8428,-3.1459,-2.5812,-10.3047,0.7891,4.7157
-0.4545,7.7156,-4.0506,-7.2453,-6.8766,-0.5198,-2.6954,-5.8911,-10.4652,0.8152,5.2852
3.3304,-8.6165,-6.2999,1.9028,-9.9629,-7.9833,-8.9148,-5.0165,7.9080,7.2884,5.6249
-6.6167,9.9730,4.7399,9.8217,-5.9576,-7.9290,7.8152,-8.7176,-7.8670,-1.2550,-6.6582
-0.0440,-0.4959,7.3244,6.3449,-8.6510,-3.9167,-2.1346,1.9350,1.7606,0.9460,-2.2013
-5.3288,8.5221,5.3240,10.4655,-5.6293,-6.6400,8.8685,-8.8145,-8.3279,0.7757,-11.0465
-0.7463,6.1183,0.9772,-5.4278,-2.8060,10.3052,-6.6942,-5.9743,2.9557,-2.8547,-0.8300
0.5618,-1.0067,7.8834,6.1815,-8.3543,-4.0362,-1.8759,2.7808,2.5328,0.0864,-2.9188
-2.5115,-5.8840,-6.1522,5.1511,-0.8291,-2.1293,5.6040,6.8073,7.0312,-3.2348,-1.9761
-5.4703,8.7476,4.5936,10.7882,-5.4478,-7.4769,9.0068,-7.8700,-9.3678,2.9182,-9.7583
-1.3077,4.4601,-3.0007,-11.1688,-8.2112,-2.6176,-7.0246,-3.8484,8.4039,-5.3965,-4.6230
-2.0000,-6.3830,-4.0138,6.3476,-2.9731,-1.8262,5.1826,7.2248,3.3641,-2.2140,0.1738
2.6523,-0.1183,6.3651,5.5921,-8.0705,-5.5481,-0.2864,3.1870,2.5039,-2.2320,-3.8487
2.5281,-8.3511,-6.4761,-0.7830,-8.5221,-9.4567,-6.9879,-3.5131,6.8163,6.9769,6.2812
-1.3259,-9.2782,-5.9155,5.0269,-4.7658,-0.4680,4.3722,8.0168,4.7837,-2.1359,-2.2573
-2.2780,6.1650,0.7034,-4.5502,-1.0438,9.6622,-5.6150,-6.5707,2.5318,-2.9602,0.5538
-3.7543,-6.6817,-4.5756,3.1536,-2.4139,-2.1106,5.6844,8.7306,3.9809,-3.6154,-2.1896
-3.3169,9.6340,5.4444,10.6017,-5.4878,-7.4162,7.1039,-9.1055,-9.3791,1.1425,-9.0539
-0.3593,5.4488,2.1794,-3.6772,-2.2325,9.7898,-7.2727,-4.7106,4.0219,-3.5089,-0.2173
0.1819,-1.0111,8.2945,7.9782,-8.0231,-3.7023,-1.1944,2.8813,2.7529,0.1185,-2.7818
-2.1169,-6.8373,-6.6182,4.5740,-2.2535,-1.8933,5.5129,8.1058,6.4291,-1.0254,-1.1321
3.2550,-7.2699,-5.2919,1.5402,-7.4801,-7.8176,-7.8584,-3.0044,9.6137,6.3577,7.2419
2.5133,-6.4861,-4.8411,0.2110,-8.6238,-8.4375,-8.6084,-5.2337,9.1530,6.8561,5.5129
1.1185,-0.5579,5.8440,5.6422,-9.9853,-4.1926,-3.6127,4.1119,2.8476,1.1627,-2.6526
-2.9346,5.9483,1.5428,-3.1973,-2.7183,8.8019,-6.6316,-5.9433,3.8020,-3.3810,-0.9748
-1.9841,8.7419,5.8025,9.0074,-5.0322,-10.5537,7.8440,-7.5607,-8.0937,3.4131,-7.4780
3.9020,-8.2924,-6.3770,-1.1713,-8.8388,-8.7585,-10.7388,-4.0389,7.1212,6.7045,4.6325
-2.6576,4.6912,-1.0104,-9.7145,-6.7682,-1.5310,-10.2319,-4.4644,9.9903,-4.0646,-4.5627
5.6265,-8.0786,-5.4797,0.2060,-7.5678,-8.6166,-6.0009,-3.9963,6.3773,6.2946,6.3799
-3.0735,5.8681,1.4936,-4.7033,-3.1390,8.8550,-4.8312,-4.7458,4.8623,-2.5155,-0.5755
-2.1036,4.8772,0.6389,-6.0404,-1.6142,9.0066,-6.1293,-4.9086,3.4775,-3.3899,-1.3584
-2.8646,-5.4814,-5.3035,4.5424,-1.9321,-2.8087,4.2769,8.9501,7.0734,-2.9197,-0.2214
-1.2171,-7.1583,-5.8521,6.3542,-2.5227,-2.6938,6.5637,6.0895,4.8223,-2.4714,-2.7241
4.0769,-7.6496,-4.5168,-0.8594,-8.8441,-7.9498,-8.9180,-3.8394,8.2856,8.3867,4.9553
1.2885,-2.0308,8.2830,6.0270,-9.9086,-2.4177,-3.1047,3.6648,3.8791,0.5505,-4.2839
-1.7383,-7.3528,-5.0966,6.7996,-2.2674,-2.9833,3.4126,7.3808,5.7462,-1.1262,-1.9615
-4.9939,10.3133,5.2403,10.3380,-5.1529,-5.2855,7.8585,-8.0312,-10.4591,0.0018,-7.8656
3.9324,-8.3611,-5.8325,0.5943,-7.4919,-7.5370,-8.8529,-2.4262,6.9901,6.7564,3.5602
-0.7170,-0.6005,9.0791,8.1789,-7.8201,-3.2291,-1.8856,3.5457,2.0130,1.2986,-3.3873
-4.8729,9.8517,5.9605,9.8288,-6.0889,-6.5173,9.4821,-7.8827,-8.6043,1.4477,-8.6613
1.2259,0.7992,6.7035,5.1317,-8.4224,-4.4869,-1.0382,2.3449,1.3015,0.2804,-1.3497
1.0183,-0.3845,5.4708,7.2339,-7.3970,-3.1501,-1.0983,2.7318,1.8318,1.5015,-3.1048
-2.8144,9.4320,5.2842,9.4589,-6.5649,-7.7749,9.7236,-9.5724,-9.6830,2.5723,-7.9104
-2.5614,-6.0450,-4.8313,5.0159,-3.1188,-1.3606,4.6140,9.8436,3.9231,-0.7767,-0.4640
-4.9030,10.0125,5.0769,11.0171,-7.8422,-8.8967,9.1036,-9.3454,-9.7714,1.4928,-8.0289
-5.1334,9.9638,3.3317,10.0906,-6.1934,-5.9978,7.9307,-8.7833,-7.5640,1.2469,-10.9568
-4.1182,3.7878,-1.4704,-8.9594,-5.6611,-2.2269,-8.2602,-5.2638,10.4750,-4.8986,-5.1646
-1.8231,5.3119,-2.8587,-10.1706,-6.7726,0.0521,-7.9236,-3.2050,7.8755,-4.5489,-4.4818
-0.9255,7.7606,-5.9574,-7.6333,-8.5120,0.6463,-3.5980,-2.9595,-9.8160,2.3404,3.8617
-1.2700,4.6312,-0.0410,-10.7181,-6.0798,-1.0428,-10.4985,-3.8727,9.1757,-2.2187,-3.3234
1.5375,-1.1015,7.2167,5.7100,-9.9205,-3.3077,-0.5968,3.6248,0.7322,-0.0728,-2.5216
-1.6314,5.7195,-0.0282,-4.0792,-3.5697,8.5202,-5.8689,-4.9557,0.5439,-4.1339,0.4713
2.6188,-2.0036,7.0709,7.3408,-6.3678,-4.2543,-0.5165,3.3988,3.9805,0.5817,-1.8938
2.4699,-0.5673,8.5630,5.2175,-9.7288,-3.1217,-1.6927,4.0198,1.4120,-0.0002,-3.1828
