8.1402,-5.8022,-7.2376
10.1626,-7.4824,-6.5774
9.3153,-5.4974,-6.7025
9.7950,-5.2550,-9.1757
7.9095,-6.6488,-7.6088
10.3309,-5.3494,-5.9993
9.7758,-5.5840,-6.8061
10.6604,-4.9656,-5.9080
10.6105,-7.7490,-7.0800
7.0003,-6.4058,-8.7996
11.0574,-5.4305,-7.8553
10.5016,-7.9611,-8.1817
-5.4958,9.5486,5.3176
7.9991,-8.0350,-8.4103
8.5329,-9.7552,-8.3085
8.8019,-8.4903,-7.9500
-3.9672,7.9708,4.9918
10.2108,-6.2813,-7.9651
-4.2407,10.0264,5.7552
-4.8834,9.6248,6.6536
9.0835,-6.3009,-8.7450
-6.2744,9.4270,5.4329
-4.8622,8.9601,7.0496
9.5576,-6.1812,-8.3352
-4.9122,9.3978,7.7010
11.3475,-4.0180,-8.5991
7.5129,-10.3221,-7.8538
11.5697,-7.5257,-6.9365
-3.9265,9.3704,4.4616
-1.5999,8.6514,5.1640
9.2934,-9.7231,-7.9351
-4.1592,10.5174,7.0170
-3.6829,7.1964,4.5374
-3.2083,10.1297,4.9737
9.3228,-5.1791,-7.2782
-4.2336,9.3340,5.8388
-5.1541,9.7958,6.8708
-4.9004,8.0917,3.7216
8.8047,-4.8271,-4.6642
-3.4745,5.8701,5.0828
-5.7610,9.7259,6.7216
-4.9030,10.0125,5.0769
8.4500,-9.9472,-8.3039
9.0523,-3.6223,-5.7279
-4.5685,7.2046,5.0188
8.9674,-5.1551,-8.6945
7.9874,-5.6607,-6.9586
9.8718,-6.8297,-6.9080
10.2856,-5.6723,-6.7406
-4.4458,8.7809,5.8082
8.0894,-5.9196,-7.9681
-5.5879,9.0910,5.5356
-3.7231,8.8273,6.1331
8.5780,-7.2280,-6.2027
-3.3428,8.4440,4.1282
7.6205,-9.6862,-9.4838
7.1027,-6.6925,-8.1587
-4.5927,8.9161,3.9833
-3.7349,9.4955,3.5223
-5.4326,8.8447,6.0746
9.9862,-3.1866,-6.9511
8.5222,-6.2012,-7.5788
8.1884,-8.5042,-7.6468
8.4950,-6.1919,-7.8863
-4.3268,11.0821,5.0990
-4.1703,9.3785,5.9318
7.3160,-8.8630,-9.8491
11.0908,-4.4821,-11.1251
9.3437,-8.6648,-7.4941
-2.9205,8.9289,3.9586
-4.3481,7.6009,5.0861
8.6688,-6.4239,-7.9166
10.1148,-6.9290,-7.6745
10.4681,-5.2555,-8.8099
9.1114,-3.6925,-7.5260
10.6990,-5.6104,-5.6466
8.5464,-7.2626,-8.9915
10.6697,-5.0450,-9.2298
9.6539,-9.8324,-6.9372
-3.4666,8.1114,5.2454
7.3886,-9.8555,-8.7812
-3.7489,9.9334,4.2325
10.2089,-6.4197,-7.2510
-5.5579,9.3060,7.2095
8.1693,-7.8601,-9.8733
7.4399,-9.3543,-7.9703
7.9397,-10.7278,-6.9421
10.3103,-7.1689,-8.8494
-3.1172,9.0573,5.2290
-3.5325,8.3833,5.5863
-5.2721,8.0496,4.4947
8.6388,-8.7997,-8.3277
8.0274,-7.4240,-8.7662
-2.0877,10.4923,3.3354
7.6905,-9.3828,-10.4780
8.8603,-7.4801,-9.3839
-3.8589,9.1949,5.1950
11.6392,-6.4118,-7.5575
8.9314,-10.6877,-8.4185
11.2653,-5.1068,-7.0489
10.2258,-6.0377,-9.0619
9.3597,-7.5235,-6.7968
10.0038,-5.5300,-8.2278
-4.0758,9.3489,6.0946
-4.3304,10.8075,6.0051
-4.1946,9.0412,4.7390
-4.6169,11.6231,5.0008
5.9038,-8.5235,-8.6844
7.1532,-7.3617,-7.7328
-5.4607,9.8323,5.5853
7.0668,-9.0210,-9.7232
8.6787,-8.6917,-9.0027
-2.4167,6.9556,6.3889
-3.5544,8.1971,5.1322
7.6986,-9.0055,-8.4192
-3.4222,9.9610,5.2436
7.9095,-10.3818,-8.8923
-2.1481,10.1918,6.0663
7.8030,-7.6021,-9.7353
10.2334,-8.8929,-9.3895
9.0142,-9.1088,-9.2294
7.5733,-10.0998,-8.8034
6.9550,-8.5536,-9.2502
8.5950,-10.6270,-8.0687
-2.9712,8.4779,7.1748
-4.9650,8.3458,6.0995
-2.4008,7.2475,6.1622
6.5919,-6.9581,-9.2825
8.0843,-6.9875,-8.0814
8.2799,-5.9897,-5.6974
7.5667,-9.8028,-9.2977
9.6502,-8.2185,-7.4402
-6.2424,8.6011,4.0009
8.8271,-6.5248,-6.5526
9.5082,-5.8297,-7.6478
9.8492,-5.4083,-6.8455
-3.0995,9.3370,5.6753
-5.6117,9.7509,5.0354
5.7493,-9.1221,-9.5903
-3.9325,8.7829,4.5529
6.4048,-6.2747,-6.4135
-4.5157,9.0061,6.3356
-4.1475,9.5757,3.6981
11.3876,-5.2107,-9.1500
8.3126,-7.5014,-7.8351
10.2927,-6.5013,-7.8111
10.0507,-8.7154,-9.0043
7.6084,-9.0718,-9.6624
-4.4553,8.7851,5.1125
8.6872,-5.9093,-8.1198
8.2340,-8.0975,-9.4135
9.8168,-4.9155,-7.0380
8.2285,-7.3333,-8.8215
10.2916,-6.5080,-5.7058
7.7451,-8.9821,-7.9240
8.4039,-10.0097,-9.2625
-5.1311,8.8610,4.8405
-4.8647,8.9094,6.0093
-4.4248,9.9767,3.7091
7.8744,-6.9262,-9.1677
9.1316,-7.1963,-8.9415
9.7535,-6.6597,-5.6734
-4.9501,8.7061,4.3060
-4.8831,9.1181,4.2001
9.4285,-5.8834,-5.9588
9.9566,-4.7388,-6.4130
9.3365,-9.1336,-7.9768
8.0989,-9.9206,-9.0467
-4.5044,9.3249,5.6371
-5.3119,9.6900,6.2633
8.8444,-8.4974,-8.2294
-5.1760,7.9645,6.0479
10.9154,-6.4932,-8.2603
-2.2398,10.8549,6.0835
8.7120,-10.0268,-7.5060
10.3154,-4.4707,-8.3364
9.8342,-8.6553,-7.6148
8.6454,-9.3148,-8.8110
8.4186,-8.3274,-8.1881
10.5295,-6.4510,-6.7513
8.1319,-9.3394,-8.1062
-6.1700,8.7191,6.1952
7.2049,-5.9204,-6.7271
9.7587,-6.6381,-8.4295
8.9832,-9.0075,-9.3131
9.6099,-5.8752,-7.8129
-4.6786,9.6799,5.8274
9.6790,-5.6551,-6.6926
9.1125,-7.5985,-6.9413
8.1614,-8.8694,-8.7811
9.9789,-5.7304,-7.0471
-3.4697,8.5269,5.2211
-5.0915,10.2129,5.7951
-3.9560,9.1415,5.5135
-4.7672,9.9825,5.8824
-4.9705,8.3556,4.9765
9.9698,-6.4036,-6.9869
7.4373,-8.2880,-7.9820
-4.5688,7.5355,4.2477
-4.1326,7.7846,2.9396
-5.8996,10.6873,4.2912
7.7636,-9.6567,-10.0627
10.2374,-7.4980,-6.9849
9.6844,-10.4261,-9.4644
8.0277,-8.5714,-10.3016
11.3840,-5.3486,-9.4311
7.2290,-8.7829,-7.9564
8.2509,-10.6021,-7.4870
7.3788,-8.6344,-9.5530
8.2632,-9.9132,-8.9957
-2.8262,10.5918,3.2736
-3.5077,8.8429,5.6074
8.5794,-7.3182,-9.3923
9.2662,-8.2735,-11.5332
-4.3261,10.1483,4.8461
8.6747,-7.8006,-8.6987
-4.0056,9.3089,6.1394
10.0618,-7.5282,-8.3879
-4.5656,7.5048,4.3524
7.5346,-7.4034,-9.1820
10.2943,-10.1379,-9.2763
9.0997,-7.8135,-8.3294
-2.7909,7.7634,4.9616
9.3216,-4.7190,-6.9825
9.9012,-6.4008,-7.7205
10.4711,-6.8735,-7.4435
-3.9773,10.7093,5.3418
-4.7074,9.1197,5.9429
9.4444,-8.4673,-6.8588
7.7617,-7.9181,-8.9796
-4.2127,8.6999,5.6222
9.0828,-7.8566,-8.8307
12.2223,-3.5951,-7.3234
9.4895,-7.4792,-6.7568
8.7358,-4.8753,-6.9005
8.0065,-9.0190,-9.1575
9.4628,-5.8308,-7.6354
8.3857,-4.2855,-6.8250
-5.0751,8.7712,4.6816
6.8561,-5.4312,-6.9148
-3.7019,8.7128,4.6913
6.9496,-9.2789,-7.1338
8.7166,-6.8194,-8.6808
9.5832,-7.2793,-7.9131
-3.4325,7.5219,4.8602
-3.5632,11.2149,5.4805
9.2492,-7.1749,-5.1885
-4.5278,9.5508,5.9231
-2.4130,6.9616,2.9713
-6.1332,9.5988,6.1310
8.6064,-6.1747,-8.7389
9.2501,-7.9967,-9.1910
9.9453,-4.3529,-7.6989
-6.2882,9.9080,5.6362
8.3465,-8.8787,-9.0314
-3.9257,8.8054,6.6701
7.7404,-7.4960,-8.1253
-3.9949,9.4634,6.3647
9.9525,-6.5758,-7.3085
8.0640,-8.8500,-6.7337
-6.0743,7.3557,4.6463
-3.1634,10.0535,3.6525
-5.1830,8.6483,5.5758
-4.9726,8.5864,5.3524
-5.1970,8.8820,5.4584
-4.7265,8.5746,4.1432
-5.6812,8.9990,6.3256
8.0552,-7.1310,-9.5643
7.5468,-10.4945,-8.8262
8.1815,-7.5955,-9.5854
-3.7573,10.0775,4.4682
10.7579,-6.5431,-6.2880
-3.7802,7.7565,6.1748
7.5960,-7.2184,-7.0802
10.3279,-3.9413,-9.2940
10.0514,-4.6269,-7.5554
-4.5537,10.3258,6.4099
8.5333,-5.6639,-6.8480
8.8801,-10.7382,-8.2861
-4.4335,8.0985,4.9280
9.0922,-8.4414,-8.1479
11.5120,-6.1052,-8.4457
-3.0193,8.2671,5.7592
10.3465,-4.4321,-7.7850
7.5964,-8.1172,-8.2017
6.7884,-9.5346,-8.9346
6.5706,-7.9854,-8.9848
8.5290,-6.0766,-8.4802
-3.6568,9.3452,5.7730
10.1540,-5.8905,-7.1001
8.8681,-9.6384,-8.1842
9.4916,-8.3709,-7.9351
-4.6835,9.8354,3.4734
10.7059,-7.1824,-7.6357
-3.8550,9.1906,3.9412
7.9709,-8.5989,-9.8507
6.6081,-10.3663,-8.8043
8.2119,-6.9437,-8.6642
9.1128,-9.6583,-8.6867
10.0714,-5.4801,-8.6596
9.2515,-8.6927,-7.0581
7.6930,-7.7440,-7.6332
7.9792,-9.8651,-7.7534
-3.0117,10.7230,4.4831
10.8850,-6.3805,-7.3031
-5.6630,8.8656,4.5585
10.0253,-6.6385,-6.7501
10.4735,-5.1082,-7.0484
11.8625,-4.5140,-7.5771
-2.6994,6.8972,5.3657
8.5255,-8.5255,-7.6166
-4.2338,8.8097,5.5568
10.5265,-5.5860,-5.9233
-5.1646,9.4340,4.5644
8.4895,-7.1765,-7.2647
-3.4047,10.0261,5.3879
10.7938,-4.3290,-8.7140
9.9243,-8.4721,-7.7417
8.0883,-5.1781,-7.9991
9.5015,-6.6339,-9.4702
10.1906,-6.9968,-6.7733
-3.3978,9.3215,4.7266
8.0728,-9.2697,-8.8600
10.4104,-7.8837,-5.9601
-3.6946,10.2607,5.8066
8.5421,-9.6835,-8.6303
8.3438,-10.5660,-7.7042
6.5470,-8.8484,-9.0566
9.2720,-4.1744,-6.8557
-3.5474,9.3355,5.7180
5.9143,-8.8639,-8.1198
9.2720,-9.4019,-8.7781
7.9638,-7.4950,-8.7181
11.1836,-6.5873,-6.9090
8.0747,-8.5700,-9.1277
-4.9741,10.0568,6.8641
-3.7108,8.0458,4.2514
8.1636,-7.2141,-8.0598
-4.1135,9.0671,2.5718
-4.5163,7.8014,5.2454
10.3268,-5.2025,-9.1705
8.8076,-5.9632,-8.5549
-4.6992,9.5584,4.6762
9.6992,-8.9057,-9.6308
9.1214,-6.5451,-7.2320
11.6030,-5.6160,-8.0983
10.2213,-8.4030,-9.2936
10.1434,-5.4839,-9.1179
-5.8088,8.2625,5.8913
9.4953,-6.0223,-7.0408
8.0053,-8.0959,-8.8668
-4.5531,8.9371,4.9473
10.2264,-5.8191,-7.1598
-5.1218,8.0158,5.0659
-3.6455,9.7018,5.7424
-4.3612,9.8902,5.6136
7.9066,-9.2368,-8.2004
-3.7586,9.6911,4.8703
8.3075,-4.2547,-7.7445
10.8196,-4.5767,-5.8861
9.1939,-7.6998,-7.8500
-3.8897,9.2723,5.4366
-5.5847,8.5279,5.3930
12.1211,-6.7122,-9.3762
9.4318,-7.1148,-6.3890
10.6998,-5.5721,-7.8061
9.9991,-5.1718,-5.9761
-6.2580,9.7822,7.9429
6.9347,-8.7770,-8.7283
7.9733,-8.4316,-9.3986
7.8934,-11.2786,-8.0320
7.3797,-9.8127,-8.9704
10.7063,-6.6530,-6.3422
11.4614,-5.6364,-7.7304
-6.8937,8.1123,4.7662
-4.4941,10.0015,6.1635
11.8196,-6.1753,-7.2181
10.1875,-8.2005,-8.5673
-2.6055,8.9749,6.2394
7.1739,-5.5824,-5.7050
9.3923,-7.9651,-6.9920
-2.2627,11.4385,5.7895
-2.8135,9.4321,6.0371
8.0637,-8.8867,-7.5039
8.9322,-8.9207,-8.9455
9.0240,-6.1081,-6.3687
9.0107,-9.4445,-8.1031
7.7434,-9.1212,-8.9218
8.9622,-8.1884,-7.6118
10.2664,-3.8960,-8.7037
11.2101,-5.3678,-6.5840
7.5595,-8.6797,-11.0719
10.1302,-5.2456,-6.8605
9.2261,-5.2902,-7.1311
-3.0386,9.9506,4.1783
8.8422,-6.6962,-8.8246
-4.0937,9.1271,5.7865
9.5034,-7.3241,-7.7180
8.7307,-8.3335,-6.7790
9.9013,-6.0822,-6.3295
6.8427,-8.9463,-9.2630
8.2410,-9.0833,-6.7707
7.8825,-9.0225,-7.9959
10.3104,-6.3399,-7.6535
8.3731,-9.5267,-8.0964
8.8664,-10.0434,-9.7707
-6.0199,9.9098,4.9495
9.0681,-8.1342,-8.0273
6.4732,-9.0973,-9.4884
-4.8376,8.3356,5.5051
6.7757,-7.5710,-6.9637
-4.0091,9.0400,5.1278
9.9929,-6.4639,-7.0195
7.2315,-9.6694,-7.6400
9.4041,-5.8126,-6.3858
-2.9992,7.1566,3.7713
-3.2127,7.7548,5.7032
11.1579,-6.9064,-8.3747
7.9500,-6.8178,-8.2293
8.8341,-7.0545,-7.4421
6.8865,-9.0407,-6.9225
-5.6515,8.8832,6.3288
8.2998,-8.8985,-7.5516
8.8842,-7.4179,-9.0278
-5.5753,7.8474,4.1311
9.2554,-4.1420,-7.5863
-5.0071,8.6489,6.9624
7.7449,-7.2073,-9.3456
8.8516,-6.4164,-8.6149
6.0048,-9.6046,-6.8947
4.9022,-10.4398,-7.2509
7.9479,-7.7894,-9.7282
10.4019,-5.7564,-7.5824
8.1953,-10.2698,-4.8301
7.2075,-9.3682,-9.9018
8.4883,-8.9777,-10.6259
7.4659,-9.1672,-8.9818
-4.0680,9.0008,5.5028
11.0507,-6.2022,-8.3013
11.2279,-4.7486,-6.8114
-6.7416,8.2424,5.8455
7.3045,-9.8983,-8.9604
7.5974,-9.1810,-8.7991
8.6165,-8.3563,-9.3800
7.8703,-7.6674,-9.3085
9.0671,-8.8889,-10.8469
10.6052,-7.5637,-7.9632
-2.2213,8.7971,4.6278
-3.8051,9.7415,5.5749
-4.2760,9.9543,4.3521
8.9224,-9.1850,-7.5843
8.2322,-8.9964,-8.0912
9.5512,-5.5534,-7.6147
-5.5827,10.4605,6.8330
-3.0707,9.0707,6.0105
-5.8506,9.4488,5.2041
